t,angle_deg,KE,PE,E_total
2.991667,-7.36402225e+00,1.22914673e-03,-1.25751281e+00,-1.25628364e+00
2.995833,-7.37427187e+00,1.22913485e-03,-1.25925362e+00,-1.25802445e+00
3.000000,-7.38452148e+00,1.22908677e-03,-1.26099432e+00,-1.25976527e+00
3.004167,-7.39477110e+00,1.22906442e-03,-1.26273513e+00,-1.26150608e+00
3.008333,-7.40501976e+00,1.22898654e-03,-1.26447558e+00,-1.26324666e+00
3.012500,-7.41526937e+00,1.22909644e-03,-1.26621616e+00,-1.26498711e+00
3.016667,-7.42551899e+00,1.22903811e-03,-1.26795673e+00,-1.26672769e+00
3.020833,-7.43576765e+00,1.22902193e-03,-1.26969719e+00,-1.26846814e+00
3.025000,-7.44601727e+00,1.22903520e-03,-1.27143764e+00,-1.27020860e+00
3.029167,-7.45626640e+00,1.22904172e-03,-1.27317810e+00,-1.27194905e+00
3.033334,-7.46651506e+00,1.22897874e-03,-1.27491832e+00,-1.27368939e+00
3.037500,-7.47676420e+00,1.22891716e-03,-1.27665865e+00,-1.27542973e+00
3.041667,-7.48701286e+00,1.22892985e-03,-1.27839887e+00,-1.27716994e+00
3.045834,-7.49726152e+00,1.22890493e-03,-1.28013897e+00,-1.27891004e+00
3.050000,-7.50751019e+00,1.22891227e-03,-1.28187919e+00,-1.28065026e+00
3.054167,-7.51775980e+00,1.22896896e-03,-1.28361928e+00,-1.28239036e+00
3.058333,-7.52800846e+00,1.22895010e-03,-1.28535926e+00,-1.28413033e+00
3.062500,-7.53825712e+00,1.22892857e-03,-1.28709924e+00,-1.28587031e+00
3.066667,-7.54850578e+00,1.22885208e-03,-1.28883922e+00,-1.28761041e+00
3.070833,-7.55875349e+00,1.22887653e-03,-1.29057908e+00,-1.28935015e+00
3.075000,-7.56900215e+00,1.22881250e-03,-1.29231894e+00,-1.29109013e+00
3.079167,-7.57925081e+00,1.22882845e-03,-1.29405880e+00,-1.29282999e+00
3.083333,-7.58949947e+00,1.22880063e-03,-1.29579842e+00,-1.29456961e+00
3.087500,-7.59974766e+00,1.22879725e-03,-1.29753816e+00,-1.29630935e+00
3.091667,-7.60999537e+00,1.22873567e-03,-1.29927766e+00,-1.29804897e+00
3.095834,-7.62024307e+00,1.22866244e-03,-1.30101728e+00,-1.29978859e+00
3.100000,-7.63049173e+00,1.22877362e-03,-1.30275679e+00,-1.30152798e+00
3.104167,-7.64074039e+00,1.22878351e-03,-1.30449629e+00,-1.30326748e+00
3.108334,-7.65098858e+00,1.22868700e-03,-1.30623567e+00,-1.30500698e+00
3.112500,-7.66123629e+00,1.22870773e-03,-1.30797517e+00,-1.30674648e+00
3.116667,-7.67148352e+00,1.22870691e-03,-1.30971444e+00,-1.30848575e+00
3.120833,-7.68173122e+00,1.22860458e-03,-1.31145358e+00,-1.31022501e+00
3.125000,-7.69197798e+00,1.22858142e-03,-1.31319273e+00,-1.31196415e+00
3.129167,-7.70222616e+00,1.22858596e-03,-1.31493187e+00,-1.31370330e+00
3.133333,-7.71247196e+00,1.22852367e-03,-1.31667078e+00,-1.31544220e+00
3.137500,-7.72271919e+00,1.22855464e-03,-1.31840980e+00,-1.31718123e+00
3.141667,-7.73296595e+00,1.22859259e-03,-1.32014871e+00,-1.31892014e+00
3.145833,-7.74321413e+00,1.22859096e-03,-1.32188773e+00,-1.32065916e+00
3.150000,-7.75346088e+00,1.22852973e-03,-1.32362652e+00,-1.32239795e+00
3.154167,-7.76370811e+00,1.22848176e-03,-1.32536530e+00,-1.32413685e+00
3.158334,-7.77395487e+00,1.22845720e-03,-1.32710397e+00,-1.32587552e+00
3.162500,-7.78420210e+00,1.22846151e-03,-1.32884264e+00,-1.32761419e+00
3.166667,-7.79444790e+00,1.22840586e-03,-1.33058131e+00,-1.32935286e+00
3.170834,-7.80469513e+00,1.22844242e-03,-1.33231986e+00,-1.33109140e+00
3.175000,-7.81494141e+00,1.22835732e-03,-1.33405840e+00,-1.33283007e+00
3.179167,-7.82518721e+00,1.22836104e-03,-1.33579671e+00,-1.33456838e+00
3.183333,-7.83543348e+00,1.22838235e-03,-1.33753514e+00,-1.33630681e+00
3.187500,-7.84568024e+00,1.22836255e-03,-1.33927357e+00,-1.33804524e+00
3.191667,-7.85592651e+00,1.22838060e-03,-1.34101188e+00,-1.33978355e+00
3.195833,-7.86617279e+00,1.22835836e-03,-1.34275007e+00,-1.34152174e+00
3.200000,-7.87641907e+00,1.22835767e-03,-1.34448838e+00,-1.34326005e+00
3.204167,-7.88666487e+00,1.22829294e-03,-1.34622645e+00,-1.34499812e+00
3.208333,-7.89691114e+00,1.22824369e-03,-1.34796453e+00,-1.34673631e+00
3.212500,-7.90715742e+00,1.22825732e-03,-1.34970260e+00,-1.34847438e+00
3.216667,-7.91740322e+00,1.22824567e-03,-1.35144055e+00,-1.35021234e+00
3.220834,-7.92764854e+00,1.22817559e-03,-1.35317850e+00,-1.35195029e+00
3.225000,-7.93789482e+00,1.22816022e-03,-1.35491633e+00,-1.35368812e+00
3.229167,-7.94814014e+00,1.22815801e-03,-1.35665405e+00,-1.35542583e+00
3.233334,-7.95838642e+00,1.22824649e-03,-1.35839188e+00,-1.35716367e+00
3.237500,-7.96863174e+00,1.22820633e-03,-1.36012971e+00,-1.35890150e+00
3.241667,-7.97887754e+00,1.22821657e-03,-1.36186731e+00,-1.36063910e+00
3.245833,-7.98912287e+00,1.22812204e-03,-1.36360490e+00,-1.36237681e+00
3.250000,-7.99936819e+00,1.22810807e-03,-1.36534250e+00,-1.36411440e+00
3.254167,-8.00961399e+00,1.22804230e-03,-1.36707997e+00,-1.36585188e+00
3.258333,-8.01985836e+00,1.22804055e-03,-1.36881733e+00,-1.36758924e+00
3.262500,-8.03010368e+00,1.22797594e-03,-1.37055469e+00,-1.36932671e+00
3.266667,-8.04034805e+00,1.22798968e-03,-1.37229192e+00,-1.37106395e+00
3.270833,-8.05059242e+00,1.22799864e-03,-1.37402904e+00,-1.37280107e+00
3.275000,-8.06083775e+00,1.22803065e-03,-1.37576628e+00,-1.37453830e+00
3.279167,-8.07108307e+00,1.22797489e-03,-1.37750351e+00,-1.37627554e+00
3.283334,-8.08132744e+00,1.22799457e-03,-1.37924051e+00,-1.37801254e+00
3.287500,-8.09157181e+00,1.22793566e-03,-1.38097763e+00,-1.37974966e+00
3.291667,-8.10181618e+00,1.22793950e-03,-1.38271451e+00,-1.38148654e+00
3.295834,-8.11206055e+00,1.22784334e-03,-1.38445139e+00,-1.38322353e+00
3.300000,-8.12230587e+00,1.22788502e-03,-1.38618839e+00,-1.38496053e+00
3.304167,-8.13255024e+00,1.22782658e-03,-1.38792515e+00,-1.38669729e+00
3.308333,-8.14279270e+00,1.22778304e-03,-1.38966179e+00,-1.38843405e+00
3.312500,-8.15303707e+00,1.22782635e-03,-1.39139843e+00,-1.39017057e+00
3.316667,-8.16328049e+00,1.22772600e-03,-1.39313495e+00,-1.39190722e+00
3.320833,-8.17352486e+00,1.22782460e-03,-1.39487159e+00,-1.39364374e+00
3.325000,-8.18376923e+00,1.22773228e-03,-1.39660811e+00,-1.39538038e+00
3.329167,-8.19401360e+00,1.22782984e-03,-1.39834464e+00,-1.39711678e+00
3.333333,-8.20425606e+00,1.22773368e-03,-1.40008092e+00,-1.39885318e+00
3.337500,-8.21450043e+00,1.22767768e-03,-1.40181720e+00,-1.40058947e+00
3.341667,-8.22474289e+00,1.22764299e-03,-1.40355337e+00,-1.40232575e+00
3.345834,-8.23498631e+00,1.22764555e-03,-1.40528965e+00,-1.40406203e+00
3.350000,-8.24522877e+00,1.22755347e-03,-1.40702569e+00,-1.40579820e+00
3.354167,-8.25547123e+00,1.22757105e-03,-1.40876174e+00,-1.40753412e+00
3.358334,-8.26571465e+00,1.22757978e-03,-1.41049778e+00,-1.40927017e+00
3.362500,-8.27595806e+00,1.22754392e-03,-1.41223359e+00,-1.41100609e+00
3.366667,-8.28620243e+00,1.22767384e-03,-1.41396964e+00,-1.41274202e+00
3.370833,-8.29644489e+00,1.22758921e-03,-1.41570556e+00,-1.41447794e+00
3.375000,-8.30668831e+00,1.22761470e-03,-1.41744149e+00,-1.41621387e+00
3.379167,-8.31693077e+00,1.22758152e-03,-1.41917717e+00,-1.41794956e+00
3.383333,-8.32717419e+00,1.22746825e-03,-1.42091298e+00,-1.41968548e+00
3.387500,-8.33741665e+00,1.22742262e-03,-1.42264855e+00,-1.42142117e+00
3.391667,-8.34765911e+00,1.22746860e-03,-1.42438412e+00,-1.42315662e+00
3.395833,-8.35790062e+00,1.22741493e-03,-1.42611957e+00,-1.42489219e+00
3.400000,-8.36814404e+00,1.22743554e-03,-1.42785501e+00,-1.42662764e+00
3.404167,-8.37838554e+00,1.22735114e-03,-1.42959034e+00,-1.42836297e+00
3.408334,-8.38862801e+00,1.22729933e-03,-1.43132567e+00,-1.43009841e+00
3.412500,-8.39886951e+00,1.22740527e-03,-1.43306100e+00,-1.43183362e+00
3.416667,-8.40911102e+00,1.22733542e-03,-1.43479609e+00,-1.43356872e+00
3.420834,-8.41935349e+00,1.22734823e-03,-1.43653131e+00,-1.43530393e+00
3.425000,-8.42959499e+00,1.22727477e-03,-1.43826628e+00,-1.43703902e+00
3.429167,-8.43983650e+00,1.22728932e-03,-1.44000137e+00,-1.43877411e+00
3.433333,-8.45007896e+00,1.22723158e-03,-1.44173634e+00,-1.44050908e+00
3.437500,-8.46031952e+00,1.22726278e-03,-1.44347119e+00,-1.44224393e+00
3.441667,-8.47056198e+00,1.22717232e-03,-1.44520605e+00,-1.44397891e+00
3.445833,-8.48080254e+00,1.22715184e-03,-1.44694078e+00,-1.44571364e+00
3.450000,-8.49104404e+00,1.22718129e-03,-1.44867551e+00,-1.44744837e+00
3.454167,-8.50128555e+00,1.22720143e-03,-1.45041025e+00,-1.44918299e+00
3.458333,-8.51152611e+00,1.22718886e-03,-1.45214486e+00,-1.45091772e+00
3.462500,-8.52176857e+00,1.22717046e-03,-1.45387936e+00,-1.45265222e+00
3.466667,-8.53200912e+00,1.22713926e-03,-1.45561397e+00,-1.45438683e+00
3.470834,-8.54225063e+00,1.22712436e-03,-1.45734835e+00,-1.45612121e+00
3.475000,-8.55249119e+00,1.22708501e-03,-1.45908284e+00,-1.45785570e+00
3.479167,-8.56273270e+00,1.22699654e-03,-1.46081710e+00,-1.45959008e+00
3.483334,-8.57297325e+00,1.22703740e-03,-1.46255136e+00,-1.46132433e+00
3.487500,-8.58321381e+00,1.22696511e-03,-1.46428549e+00,-1.46305847e+00
3.491667,-8.59345341e+00,1.22697221e-03,-1.46601963e+00,-1.46479261e+00
3.495833,-8.60369396e+00,1.22688932e-03,-1.46775365e+00,-1.46652675e+00
3.500000,-8.61393452e+00,1.22693903e-03,-1.46948767e+00,-1.46826077e+00
3.504167,-8.62417412e+00,1.22698885e-03,-1.47122169e+00,-1.46999466e+00
3.508333,-8.63441467e+00,1.22693705e-03,-1.47295547e+00,-1.47172856e+00
3.512500,-8.64465427e+00,1.22686336e-03,-1.47468936e+00,-1.47346246e+00
3.516667,-8.65489483e+00,1.22687872e-03,-1.47642303e+00,-1.47519612e+00
3.520833,-8.66513443e+00,1.22682168e-03,-1.47815669e+00,-1.47692990e+00
3.525000,-8.67537498e+00,1.22680096e-03,-1.47989047e+00,-1.47866368e+00
3.529167,-8.68561459e+00,1.22676790e-03,-1.48162401e+00,-1.48039722e+00
3.533334,-8.69585419e+00,1.22669665e-03,-1.48335743e+00,-1.48213077e+00
3.537500,-8.70609283e+00,1.22675707e-03,-1.48509085e+00,-1.48386407e+00
3.541667,-8.71633244e+00,1.22670387e-03,-1.48682415e+00,-1.48559749e+00
3.545834,-8.72657204e+00,1.22676638e-03,-1.48855758e+00,-1.48733079e+00
3.550000,-8.73681164e+00,1.22673926e-03,-1.49029088e+00,-1.48906410e+00
3.554167,-8.74705124e+00,1.22673833e-03,-1.49202418e+00,-1.49079740e+00
3.558334,-8.75729084e+00,1.22656871e-03,-1.49375725e+00,-1.49253070e+00
3.562500,-8.76752853e+00,1.22665439e-03,-1.49549031e+00,-1.49426365e+00
3.566667,-8.77776909e+00,1.22662901e-03,-1.49722350e+00,-1.49599683e+00
3.570833,-8.78800774e+00,1.22660131e-03,-1.49895644e+00,-1.49772990e+00
3.575000,-8.79824638e+00,1.22659747e-03,-1.50068939e+00,-1.49946284e+00
3.579167,-8.80848503e+00,1.22654042e-03,-1.50242221e+00,-1.50119567e+00
3.583333,-8.81872368e+00,1.22652040e-03,-1.50415504e+00,-1.50292850e+00
3.587500,-8.82896233e+00,1.22644647e-03,-1.50588775e+00,-1.50466132e+00
3.591667,-8.83920097e+00,1.22654485e-03,-1.50762045e+00,-1.50639391e+00
3.595834,-8.84943962e+00,1.22651458e-03,-1.50935304e+00,-1.50812650e+00
3.600000,-8.85967827e+00,1.22657605e-03,-1.51108563e+00,-1.50985909e+00
3.604167,-8.86991692e+00,1.22642657e-03,-1.51281810e+00,-1.51159167e+00
3.608334,-8.88015556e+00,1.22635532e-03,-1.51455057e+00,-1.51332426e+00
3.612500,-8.89039421e+00,1.22638664e-03,-1.51628292e+00,-1.51505649e+00
3.616667,-8.90063095e+00,1.22639781e-03,-1.51801515e+00,-1.51678872e+00
3.620834,-8.91086864e+00,1.22633541e-03,-1.51974738e+00,-1.51852107e+00
3.625000,-8.92110538e+00,1.22630445e-03,-1.52147949e+00,-1.52025318e+00
3.629167,-8.93134403e+00,1.22622866e-03,-1.52321160e+00,-1.52198541e+00
3.633333,-8.94158173e+00,1.22628361e-03,-1.52494371e+00,-1.52371740e+00
3.637500,-8.95181942e+00,1.22628408e-03,-1.52667558e+00,-1.52544928e+00
3.641667,-8.96205711e+00,1.22627092e-03,-1.52840757e+00,-1.52718127e+00
3.645833,-8.97229385e+00,1.22623367e-03,-1.53013933e+00,-1.52891314e+00
3.650000,-8.98253155e+00,1.22619211e-03,-1.53187120e+00,-1.53064501e+00
3.654167,-8.99276829e+00,1.22618757e-03,-1.53360283e+00,-1.53237665e+00
3.658334,-9.00300503e+00,1.22611993e-03,-1.53533447e+00,-1.53410840e+00
3.662500,-9.01324177e+00,1.22612983e-03,-1.53706598e+00,-1.53583980e+00
3.666667,-9.02347851e+00,1.22608908e-03,-1.53879750e+00,-1.53757143e+00
3.670834,-9.03371525e+00,1.22603285e-03,-1.54052889e+00,-1.53930283e+00
3.675000,-9.04395103e+00,1.22597814e-03,-1.54226017e+00,-1.54103422e+00
3.679167,-9.05418682e+00,1.22599560e-03,-1.54399145e+00,-1.54276550e+00
3.683334,-9.06442356e+00,1.22606556e-03,-1.54572272e+00,-1.54449666e+00
3.687500,-9.07466030e+00,1.22602540e-03,-1.54745400e+00,-1.54622793e+00
3.691667,-9.08489609e+00,1.22597313e-03,-1.54918504e+00,-1.54795909e+00
3.695833,-9.09513187e+00,1.22590666e-03,-1.55091608e+00,-1.54969013e+00
3.700000,-9.10536766e+00,1.22588838e-03,-1.55264699e+00,-1.55142117e+00
3.704167,-9.11560345e+00,1.22588989e-03,-1.55437803e+00,-1.55315208e+00
3.708333,-9.12584019e+00,1.22583983e-03,-1.55610871e+00,-1.55488288e+00
3.712500,-9.13607597e+00,1.22581853e-03,-1.55783951e+00,-1.55661368e+00
3.716667,-9.14631081e+00,1.22577907e-03,-1.55957019e+00,-1.55834436e+00
3.720834,-9.15654564e+00,1.22579082e-03,-1.56130075e+00,-1.56007493e+00
3.725000,-9.16678047e+00,1.22574018e-03,-1.56303132e+00,-1.56180561e+00
3.729167,-9.17701626e+00,1.22585881e-03,-1.56476188e+00,-1.56353605e+00
3.733334,-9.18725204e+00,1.22577255e-03,-1.56649244e+00,-1.56526661e+00
3.737500,-9.19748688e+00,1.22570072e-03,-1.56822276e+00,-1.56699705e+00
3.741667,-9.20772171e+00,1.22566882e-03,-1.56995308e+00,-1.56872737e+00
3.745834,-9.21795654e+00,1.22562668e-03,-1.57168329e+00,-1.57045770e+00
3.750000,-9.22819233e+00,1.22563518e-03,-1.57341349e+00,-1.57218790e+00
3.754167,-9.23842621e+00,1.22563948e-03,-1.57514358e+00,-1.57391798e+00
3.758333,-9.24866104e+00,1.22559315e-03,-1.57687366e+00,-1.57564807e+00
3.762500,-9.25889492e+00,1.22555089e-03,-1.57860374e+00,-1.57737815e+00
3.766667,-9.26912975e+00,1.22555764e-03,-1.58033359e+00,-1.57910800e+00
3.770833,-9.27936363e+00,1.22544006e-03,-1.58206332e+00,-1.58083785e+00
3.775000,-9.28959751e+00,1.22548710e-03,-1.58379316e+00,-1.58256769e+00
3.779167,-9.29983234e+00,1.22553785e-03,-1.58552289e+00,-1.58429730e+00
3.783334,-9.31006622e+00,1.22545648e-03,-1.58725250e+00,-1.58602703e+00
3.787500,-9.32030010e+00,1.22547685e-03,-1.58898211e+00,-1.58775663e+00
3.791667,-9.33053398e+00,1.22540561e-03,-1.59071159e+00,-1.58948624e+00
3.795834,-9.34076691e+00,1.22539361e-03,-1.59244096e+00,-1.59121561e+00
3.800000,-9.35100079e+00,1.22530758e-03,-1.59417033e+00,-1.59294498e+00
3.804167,-9.36123466e+00,1.22536358e-03,-1.59589958e+00,-1.59467423e+00
3.808334,-9.37146759e+00,1.22534251e-03,-1.59762895e+00,-1.59640360e+00
3.812500,-9.38170147e+00,1.22520688e-03,-1.59935808e+00,-1.59813285e+00
3.816667,-9.39193439e+00,1.22523704e-03,-1.60108733e+00,-1.59986210e+00
3.820833,-9.40216827e+00,1.22527604e-03,-1.60281634e+00,-1.60159111e+00
3.825000,-9.41240025e+00,1.22520491e-03,-1.60454535e+00,-1.60332012e+00
3.829167,-9.42263412e+00,1.22529513e-03,-1.60627437e+00,-1.60504901e+00
3.833333,-9.43286705e+00,1.22519420e-03,-1.60800326e+00,-1.60677803e+00
3.837500,-9.44309998e+00,1.22520281e-03,-1.60973215e+00,-1.60850692e+00
3.841667,-9.45333290e+00,1.22517371e-03,-1.61146080e+00,-1.61023557e+00
3.845834,-9.46356487e+00,1.22504286e-03,-1.61318946e+00,-1.61196446e+00
3.850000,-9.47379780e+00,1.22508104e-03,-1.61491799e+00,-1.61369288e+00
3.854167,-9.48402977e+00,1.22503878e-03,-1.61664641e+00,-1.61542141e+00
3.858334,-9.49426079e+00,1.22498069e-03,-1.61837482e+00,-1.61714983e+00
3.862500,-9.50449276e+00,1.22498802e-03,-1.62010312e+00,-1.61887813e+00
3.866667,-9.51472473e+00,1.22503261e-03,-1.62183142e+00,-1.62060642e+00
3.870834,-9.52495766e+00,1.22495135e-03,-1.62355971e+00,-1.62233472e+00
3.875000,-9.53518963e+00,1.22499373e-03,-1.62528789e+00,-1.62406290e+00
3.879167,-9.54542065e+00,1.22489536e-03,-1.62701607e+00,-1.62579119e+00
3.883333,-9.55565262e+00,1.22494355e-03,-1.62874401e+00,-1.62751901e+00
3.887500,-9.56588364e+00,1.22483470e-03,-1.63047206e+00,-1.62924719e+00
3.891667,-9.57611656e+00,1.22489128e-03,-1.63220000e+00,-1.63097513e+00
3.895833,-9.58634853e+00,1.22481422e-03,-1.63392794e+00,-1.63270319e+00
3.900000,-9.59657860e+00,1.22474413e-03,-1.63565564e+00,-1.63443089e+00
3.904167,-9.60680962e+00,1.22473156e-03,-1.63738334e+00,-1.63615859e+00
3.908334,-9.61704063e+00,1.22473738e-03,-1.63911080e+00,-1.63788605e+00
3.912500,-9.62727165e+00,1.22474111e-03,-1.64083838e+00,-1.63961363e+00
3.916667,-9.63750267e+00,1.22476940e-03,-1.64256597e+00,-1.64134121e+00
3.920834,-9.64773369e+00,1.22473738e-03,-1.64429343e+00,-1.64306867e+00
3.925000,-9.65796375e+00,1.22465543e-03,-1.64602065e+00,-1.64479601e+00
3.929167,-9.66819382e+00,1.22463144e-03,-1.64774787e+00,-1.64652324e+00
3.933334,-9.67842388e+00,1.22462423e-03,-1.64947522e+00,-1.64825058e+00
3.937500,-9.68865490e+00,1.22459757e-03,-1.65120232e+00,-1.64997768e+00
3.941667,-9.69888592e+00,1.22454879e-03,-1.65292943e+00,-1.65170491e+00
3.945833,-9.70911503e+00,1.22447836e-03,-1.65465641e+00,-1.65343189e+00
3.950000,-9.71934509e+00,1.22445007e-03,-1.65638328e+00,-1.65515888e+00
3.954167,-9.72957516e+00,1.22438069e-03,-1.65811002e+00,-1.65688562e+00
3.958333,-9.73980427e+00,1.22448639e-03,-1.65983689e+00,-1.65861237e+00
3.962500,-9.75003529e+00,1.22450548e-03,-1.66156375e+00,-1.66033924e+00
3.966667,-9.76026440e+00,1.22439419e-03,-1.66329038e+00,-1.66206598e+00
3.970834,-9.77049446e+00,1.22439954e-03,-1.66501689e+00,-1.66379249e+00
3.975000,-9.78072357e+00,1.22441305e-03,-1.66674352e+00,-1.66551912e+00
3.979167,-9.79095268e+00,1.22434576e-03,-1.66846991e+00,-1.66724551e+00
3.983334,-9.80118275e+00,1.22436264e-03,-1.67019629e+00,-1.66897190e+00
3.987500,-9.81141090e+00,1.22423621e-03,-1.67192256e+00,-1.67069829e+00
3.991667,-9.82164001e+00,1.22427358e-03,-1.67364872e+00,-1.67242444e+00
3.995834,-9.83186913e+00,1.22424774e-03,-1.67537487e+00,-1.67415059e+00
4.000000,-9.84209728e+00,1.22419931e-03,-1.67710090e+00,-1.67587674e+00
4.004167,-9.85232639e+00,1.22427591e-03,-1.67882705e+00,-1.67760277e+00
4.008334,-9.86255550e+00,1.22420362e-03,-1.68055296e+00,-1.67932880e+00
4.012500,-9.87278366e+00,1.22416508e-03,-1.68227899e+00,-1.68105483e+00
4.016667,-9.88301182e+00,1.22412085e-03,-1.68400478e+00,-1.68278062e+00
4.020833,-9.89324093e+00,1.22414692e-03,-1.68573058e+00,-1.68450642e+00
4.025000,-9.90346813e+00,1.22407672e-03,-1.68745625e+00,-1.68623221e+00
4.029167,-9.91369629e+00,1.22395984e-03,-1.68918169e+00,-1.68795776e+00
4.033334,-9.92392445e+00,1.22399710e-03,-1.69090724e+00,-1.68968320e+00
4.037500,-9.93415165e+00,1.22396566e-03,-1.69263268e+00,-1.69140875e+00
4.041667,-9.94437885e+00,1.22392573e-03,-1.69435799e+00,-1.69313407e+00
4.045834,-9.95460510e+00,1.22384564e-03,-1.69608319e+00,-1.69485939e+00
4.050000,-9.96483421e+00,1.22385134e-03,-1.69780838e+00,-1.69658458e+00
4.054167,-9.97506142e+00,1.22388708e-03,-1.69953370e+00,-1.69830978e+00
4.058333,-9.98528862e+00,1.22392457e-03,-1.70125878e+00,-1.70003486e+00
4.062500,-9.99551582e+00,1.22380734e-03,-1.70298386e+00,-1.70176005e+00
4.066667,-1.00057430e+01,1.22377742e-03,-1.70470870e+00,-1.70348489e+00
4.070834,-1.00159702e+01,1.22379465e-03,-1.70643365e+00,-1.70520985e+00
4.075000,-1.00261974e+01,1.22376787e-03,-1.70815849e+00,-1.70693469e+00
4.079167,-1.00364237e+01,1.22366438e-03,-1.70988309e+00,-1.70865941e+00
4.083333,-1.00466499e+01,1.22366950e-03,-1.71160769e+00,-1.71038401e+00
4.087500,-1.00568762e+01,1.22367602e-03,-1.71333230e+00,-1.71210861e+00
4.091667,-1.00671034e+01,1.22360303e-03,-1.71505690e+00,-1.71383333e+00
4.095834,-1.00773287e+01,1.22358487e-03,-1.71678114e+00,-1.71555758e+00
4.100000,-1.00875540e+01,1.22361898e-03,-1.71850550e+00,-1.71728194e+00
4.104167,-1.00977812e+01,1.22352457e-03,-1.72022986e+00,-1.71900630e+00
4.108334,-1.01080065e+01,1.22358836e-03,-1.72195411e+00,-1.72073054e+00
4.112500,-1.01182318e+01,1.22353272e-03,-1.72367823e+00,-1.72245467e+00
4.116667,-1.01284580e+01,1.22350792e-03,-1.72540236e+00,-1.72417879e+00
4.120833,-1.01386833e+01,1.22347823e-03,-1.72712636e+00,-1.72590292e+00
4.125000,-1.01489086e+01,1.22341025e-03,-1.72885025e+00,-1.72762680e+00
4.129167,-1.01591358e+01,1.22341956e-03,-1.73057413e+00,-1.72935069e+00
4.133334,-1.01693602e+01,1.22339837e-03,-1.73229790e+00,-1.73107445e+00
4.137500,-1.01795855e+01,1.22335833e-03,-1.73402166e+00,-1.73279834e+00
4.141667,-1.01898108e+01,1.22329697e-03,-1.73574531e+00,-1.73452199e+00
4.145833,-1.02000360e+01,1.22335914e-03,-1.73746896e+00,-1.73624563e+00
4.150000,-1.02102604e+01,1.22333178e-03,-1.73919237e+00,-1.73796904e+00
4.154167,-1.02204857e+01,1.22327392e-03,-1.74091589e+00,-1.73969257e+00
4.158334,-1.02307100e+01,1.22326089e-03,-1.74263918e+00,-1.74141598e+00
4.162500,-1.02409353e+01,1.22321432e-03,-1.74436247e+00,-1.74313927e+00
4.166667,-1.02511597e+01,1.22319488e-03,-1.74608564e+00,-1.74486244e+00
4.170834,-1.02613840e+01,1.22317951e-03,-1.74780881e+00,-1.74658561e+00
4.175000,-1.02716084e+01,1.22310640e-03,-1.74953187e+00,-1.74830878e+00
4.179167,-1.02818327e+01,1.22308871e-03,-1.75125492e+00,-1.75003183e+00
4.183333,-1.02920570e+01,1.22302934e-03,-1.75297773e+00,-1.75175464e+00
4.187500,-1.03022804e+01,1.22303690e-03,-1.75470054e+00,-1.75347745e+00
4.191667,-1.03125048e+01,1.22311036e-03,-1.75642335e+00,-1.75520027e+00
4.195834,-1.03227291e+01,1.22302794e-03,-1.75814617e+00,-1.75692308e+00
4.200000,-1.03329515e+01,1.22304203e-03,-1.75986874e+00,-1.75864565e+00
4.204167,-1.03431749e+01,1.22290337e-03,-1.76159120e+00,-1.76036835e+00
4.208333,-1.03533983e+01,1.22285029e-03,-1.76331365e+00,-1.76209080e+00
4.212500,-1.03636208e+01,1.22289825e-03,-1.76503611e+00,-1.76381326e+00
4.216667,-1.03738441e+01,1.22280046e-03,-1.76675832e+00,-1.76553547e+00
4.220834,-1.03840666e+01,1.22285122e-03,-1.76848054e+00,-1.76725769e+00
4.225000,-1.03942900e+01,1.22273911e-03,-1.77020264e+00,-1.76897991e+00
4.229167,-1.04045115e+01,1.22276519e-03,-1.77192461e+00,-1.77070189e+00
4.233334,-1.04147348e+01,1.22272759e-03,-1.77364671e+00,-1.77242398e+00
4.237500,-1.04249573e+01,1.22274878e-03,-1.77536857e+00,-1.77414584e+00
4.241667,-1.04351788e+01,1.22278393e-03,-1.77709043e+00,-1.77586770e+00
4.245833,-1.04454012e+01,1.22272328e-03,-1.77881229e+00,-1.77758956e+00
4.250000,-1.04556236e+01,1.22265029e-03,-1.78053391e+00,-1.77931130e+00
4.254167,-1.04658461e+01,1.22259604e-03,-1.78225553e+00,-1.78103292e+00
4.258334,-1.04760685e+01,1.22262677e-03,-1.78397715e+00,-1.78275454e+00
4.262500,-1.04862900e+01,1.22258021e-03,-1.78569853e+00,-1.78447592e+00
4.266667,-1.04965105e+01,1.22245785e-03,-1.78741980e+00,-1.78619730e+00
4.270833,-1.05067320e+01,1.22247846e-03,-1.78914106e+00,-1.78791857e+00
4.275000,-1.05169525e+01,1.22241268e-03,-1.79086220e+00,-1.78963983e+00
4.279167,-1.05271730e+01,1.22241024e-03,-1.79258335e+00,-1.79136097e+00
4.283334,-1.05373936e+01,1.22229289e-03,-1.79430425e+00,-1.79308200e+00
4.287500,-1.05476141e+01,1.22240512e-03,-1.79602528e+00,-1.79480290e+00
4.291667,-1.05578356e+01,1.22232037e-03,-1.79774630e+00,-1.79652393e+00
4.295834,-1.05680561e+01,1.22235133e-03,-1.79946709e+00,-1.79824471e+00
4.300000,-1.05782776e+01,1.22228288e-03,-1.80118799e+00,-1.79996574e+00
4.304167,-1.05884981e+01,1.22236018e-03,-1.80290866e+00,-1.80168629e+00
4.308333,-1.05987186e+01,1.22226716e-03,-1.80462933e+00,-1.80340707e+00
