t,y1,y2,y3,y1_drift,y2_drift,y3_drift
1.858333,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.862500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.866667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.870833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.875000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.879167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.883333,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.887500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.891667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.895833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.900000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.904167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.908333,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.912500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.916667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.920833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.925000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.929167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.933333,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.937500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.941667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.945833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.950000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.954167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.958333,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.962500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.966667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.970833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.975000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.979167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.983333,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.987500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.991667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.995833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.000000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.004167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.008333,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.012500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.016667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.020833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.025000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.029167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.033334,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.037500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.041667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.045833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.050000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.054167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.058333,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.062500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.066667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.070833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.075000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.079167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.083333,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.087500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.091667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.095834,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.100000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.104167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.108333,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.112500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.116667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.120833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.125000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.129167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.133333,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.137500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.141667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.145833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.150000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.154167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.158334,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.162500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.166667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.170833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.175000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.179167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
2.183333,4.94148374e-01,1.49380648e+00,2.49364018e+00,-5.85162640e-03,-6.19351864e-03,-6.35981560e-03
2.187500,4.94147897e-01,1.49380577e+00,2.49363947e+00,-5.85210323e-03,-6.19423389e-03,-6.36053085e-03
2.191667,4.94148374e-01,1.49380636e+00,2.49364018e+00,-5.85162640e-03,-6.19363785e-03,-6.35981560e-03
2.195833,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.200000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.204167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.208333,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.212500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.216667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.220834,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.225000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.229167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.233333,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.237500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.241667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.245833,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.250000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.254167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.258333,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.262500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.266667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.270833,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.275000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.279167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.283334,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.287500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.291667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.295833,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.300000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.304167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.308333,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.312500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.316667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.320833,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.325000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.329167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.333333,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.337500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.341667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.345834,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.350000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.354167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.358333,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.362500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.366667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.370833,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.375000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.379167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.383333,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.387500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.391667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.395833,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.400000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.404167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.408334,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.412500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.416667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.420833,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.425000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.429167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.433333,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.437500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.441667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.445833,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.450000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.454167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.458333,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.462500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.466667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.470834,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.475000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.479167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.483333,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.487500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.491667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.495833,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.500000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.504167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.508333,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.512500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.516667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.520833,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.525000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.529167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.533334,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.537500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.541667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.545833,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.550000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.554167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.558333,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.562500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.566667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.570833,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.575000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.579167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.583333,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.587500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.591667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.595834,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.600000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.604167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.608334,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.612500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.616667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.620833,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.625000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.629167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.633333,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.637500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.641667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.645833,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.650000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.654167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.658334,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.662500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.666667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.670834,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.675000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.679167,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.683333,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.687500,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.691667,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.695833,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.700000,4.94148403e-01,1.49380636e+00,2.49364018e+00,-5.85159659e-03,-6.19363785e-03,-6.35981560e-03
2.704167,4.94148523e-01,1.49380660e+00,2.49364042e+00,-5.85147738e-03,-6.19339943e-03,-6.35957718e-03
2.708333,4.94148254e-01,1.49380624e+00,2.49363995e+00,-5.85174561e-03,-6.19375706e-03,-6.36005402e-03
2.712500,4.94148284e-01,1.49380624e+00,2.49363995e+00,-5.85171580e-03,-6.19375706e-03,-6.36005402e-03
2.716667,4.94148314e-01,1.49380624e+00,2.49363995e+00,-5.85168600e-03,-6.19375706e-03,-6.36005402e-03
2.720834,4.94148344e-01,1.49380624e+00,2.49363995e+00,-5.85165620e-03,-6.19375706e-03,-6.36005402e-03
2.725000,4.94148374e-01,1.49380624e+00,2.49363995e+00,-5.85162640e-03,-6.19375706e-03,-6.36005402e-03
2.729167,4.94148374e-01,1.49380624e+00,2.49363995e+00,-5.85162640e-03,-6.19375706e-03,-6.36005402e-03
2.733334,4.94148374e-01,1.49380624e+00,2.49363995e+00,-5.85162640e-03,-6.19375706e-03,-6.36005402e-03
2.737500,4.94148374e-01,1.49380624e+00,2.49363995e+00,-5.85162640e-03,-6.19375706e-03,-6.36005402e-03
2.741667,4.94148374e-01,1.49380624e+00,2.49363995e+00,-5.85162640e-03,-6.19375706e-03,-6.36005402e-03
2.745833,4.94148374e-01,1.49380624e+00,2.49363995e+00,-5.85162640e-03,-6.19375706e-03,-6.36005402e-03
2.750000,4.94148374e-01,1.49380624e+00,2.49363995e+00,-5.85162640e-03,-6.19375706e-03,-6.36005402e-03
2.754167,4.94148374e-01,1.49380624e+00,2.49363995e+00,-5.85162640e-03,-6.19375706e-03,-6.36005402e-03
2.758333,4.94148374e-01,1.49380624e+00,2.49363995e+00,-5.85162640e-03,-6.19375706e-03,-6.36005402e-03
2.762500,4.94148374e-01,1.49380624e+00,2.49363995e+00,-5.85162640e-03,-6.19375706e-03,-6.36005402e-03
2.766667,4.94148374e-01,1.49380624e+00,2.49363995e+00,-5.85162640e-03,-6.19375706e-03,-6.36005402e-03
2.770833,4.94148374e-01,1.49380624e+00,2.49363995e+00,-5.85162640e-03,-6.19375706e-03,-6.36005402e-03
2.775000,4.94148374e-01,1.49380624e+00,2.49363995e+00,-5.85162640e-03,-6.19375706e-03,-6.36005402e-03
2.779167,4.94148374e-01,1.49380624e+00,2.49363995e+00,-5.85162640e-03,-6.19375706e-03,-6.36005402e-03
2.783334,4.94148374e-01,1.49380624e+00,2.49363995e+00,-5.85162640e-03,-6.19375706e-03,-6.36005402e-03
2.787500,4.94148374e-01,1.49380624e+00,2.49363995e+00,-5.85162640e-03,-6.19375706e-03,-6.36005402e-03
2.791667,4.94148374e-01,1.49380624e+00,2.49363995e+00,-5.85162640e-03,-6.19375706e-03,-6.36005402e-03
